OBJECTID,n_sq_ir,c_cainsee,n_qu,c_ir,c_typeir,l_ir,m2_ip,m2_pop,m2_emp,nb_pop,nb_pop_n5,nb_pop_1999,nb_evo_pop,nb_evo_pop_n5,pct_evo_pop,pct_evo_pop_n5,nb_surface,nb_densite,nb_p_age_0,nb_p_age_5,nb_p_age_10,nb_p_age_15,nb_p_age_20,nb_p_age_25,nb_p_age_30,nb_p_age_35,nb_p_age_40,nb_p_age_45,nb_p_age_50,nb_p_age_55,nb_p_age_60,nb_p_age_65,nb_p_age_70,nb_p_age_75,nb_p_age_80,nb_p_age_85,nb_p_age_90p,nb_age_019,nb_age_60p,nb_age_65p,nb_age_75p,pct_age_019,pct_age_60p,pct_age_65p,pct_age_75p,nb_age_019_n5,nb_age_60p_n5,nb_age_65p_n5,nb_age_75p_n5,pct_age_019_n5,pct_age_60p_n5,pct_age_65p_n5,pct_age_75p_n5,pct_evo_age_019,pct_evo_age_60p,pct_evo_age_65p,pct_evo_age_75p,nb_etranger,pct_etranger,nb_etranger_n5,pct_etranger_n5,pct_evo_etranger,nb_immigre,pct_immigre,nb_immigre_n5,pct_immigre_n5,pct_evo_immigre,n_sq_epci,l_epci,shape_Length,shape_Area
794,750004870,75116,63,751166377,D,Bois de Boulogne,1557811.25928,80442.1774912,199699.914467,171.462715172637,24.841434,,146.621281172637,,,,184.774665014,0.927955762548105,,,,,,,,,,,,,,,,,,,,14.6245554077526,62.9101548818203,55.5089601898415,40.7065708058837,8.52929185976548,36.6902826766037,32.3737788322974,23.7407711436847,6.960358,0.999999,0.999999,0,28.0191473648421,4.02552847794535,4.02552847794535,0,-19.4898555050766,32.6647541986584,28.348250354352,23.7407711436847,51.808362843852,30.2155269101442,2.999998,12.0765894593686,18.1389374507756,71.4568033487731,41.6748348332329,0,0,41.6748348332329,133,T1 Paris,6305.09058244121,1847746.65013851
795,750004361,75116,64,751166401,H,Chaillot 1,89872.2368561,52417.9785511,78063.4583927,1704.46601501977,1772.97852,,-68.5125049802298,,,,14.4882545807,117.644675935658,41.4471886836902,73.2418085958756,115.834659825807,119.358477796934,122.650065948365,114.154138877683,60.1016927646046,66.8081192790289,114.277124022564,149.209967156237,124.722094008647,148.972208694006,118.831623196979,110.770083779351,57.4848141452374,56.0218895053009,35.6257019903421,54.3214379236144,31.2995861048275,349.882134902307,464.688469998132,344.856846743715,176.601948819127,20.5273752494413,27.2629941520273,20.232544603696,10.3611305395889,370.477366,401.443638,298.769194,159.928635,20.8957616700286,22.642329473907,16.8512585251174,9.02033686228754,-0.368386420587303,4.6206646781203,3.3812860785786,1.34079367730136,423.247198591765,24.8316595850024,328.692159,18.5389814536501,6.2926781313523,510.234648165519,29.9351611395784,449.445492,25.3497426466283,4.5854184929501,133,T1 Paris,2178.15664260594,144882.545805741
796,750004325,75116,64,751166402,H,Chaillot 2,84878.2502114,76454.6307931,83962.904646,2286.55996004322,2149.39273,,137.16723004322,,,,13.203711712,173.175544113487,103.840503727738,88.2591806639645,103.080566922112,157.68429108625,151.396241194148,172.269276937703,160.36425138355,113.173858222877,140.296095037822,152.73194560199,194.689578282976,138.143679374386,124.36198396546,175.589750377368,99.3350872442571,50.5445661365372,62.3751616169096,64.7493214477855,33.6746208193803,452.864542400066,610.630491607699,486.268507642238,211.343670020613,19.8054960426888,26.7052035493597,21.2663790208697,9.24286586460729,383.467915,561.27079,443.189481,229.287028,17.8407561190551,26.1129937849934,20.6192881744789,10.6675259853512,1.9647399236337,0.592209764366302,0.6470908463908,-1.42466012074391,426.601846202831,18.6569280341447,521.289859,24.2528902105294,-5.5959621763847,581.392814921001,25.426528281813,596.207597,27.738420656145,-2.311892374332,133,T1 Paris,2109.86429262515,132037.117120364
797,750004355,75116,64,751166403,H,Chaillot 3,102784.930779,90943.3765907,98320.9612083,3005.46828216541,3369.457253,,-363.98897083459,,,,15.1232767212,198.731289360877,108.859231812843,194.622486473976,168.314296038812,194.313092862233,307.767908575357,216.040724936149,169.64973486331,186.486919037218,208.913454626989,203.332079595072,167.628965224724,217.018484840039,191.157109471648,133.640445185336,96.7682456807592,96.1789407493929,75.8272299466916,43.5483674765793,37.3172321193989,666.109107187865,671.687570471855,479.613794280889,255.621770450014,22.1632386254278,22.3488490781181,15.9580387897267,8.50522269580703,755.042103,870.618986,630.362015,385.914075,22.408419110459,25.8385526400385,18.7081172921472,11.4533008144383,-0.245180485031199,-3.4897035619204,-2.7500785024205,-2.94807811863127,578.543928541773,19.24971000276,493.787128,14.6547972246971,4.5949127780629,808.592859140833,26.9040556488006,748.790832,22.2228915749951,4.6811640738055,133,T1 Paris,2020.08716428087,151232.767211872
798,750004354,75116,64,751166404,H,Chaillot 4,70652.1608535,66001.3709892,70652.1608535,2160.92249908557,2144.499513,,16.4229860855698,,,,9.94914752986,217.196749028002,122.302240513825,98.6360684028496,93.4762390237413,127.227592245319,183.097163713775,185.752914691703,154.653661299857,141.422497118683,171.338735175544,137.516095878596,154.098634562396,140.420465814817,132.131762912914,110.293979807134,68.5395631602877,78.1986888831868,28.5118653503657,14.6159976475187,18.6883328830528,441.642140185735,450.98019064446,318.848427731546,140.014884764124,20.4376668007586,20.8697993951796,14.7551995902894,6.47940334849462,376.822388,472.526154,333.849453,157.744579,17.5715772242285,22.0343325393891,15.5677094341219,7.35577593017621,2.8660895765301,-1.1645331442095,-0.812509843832499,-0.87637258168159,418.074389505843,19.3470330232925,462.953927,21.5879707220059,-2.2409376987134,566.416945518471,26.21181211997,607.648724,28.3352232218483,-2.1234111018783,133,T1 Paris,1586.1668952808,99491.4752986097
799,750004348,75116,64,751166405,H,Chaillot 5,53089.4474268,43533.3600093,53089.4474268,2496.05112521469,2265.627594,,230.42353121469,,,,6.59670191942,378.378643707786,124.353492430169,144.965721621028,221.47543389715,161.006265429755,187.053208813192,191.978486156265,124.442446708298,161.504756298203,189.987059553776,245.708049056292,219.733865334178,127.373396000985,118.404073514526,115.574626344109,53.0767973500613,43.0322824442263,38.9401344376156,19.6528981597572,15.4547987721187,651.800913378102,404.135611022414,285.731537507888,117.080113813718,26.1132837702609,16.190998931869,11.4473431502054,4.69061361087497,529.403508,479.831424,339.121313,168.778997,23.3667487720402,21.1787420523446,14.9680959879764,7.44954720038601,2.7465349982207,-4.9877431204756,-3.520752837771,-2.75893358951104,520.271371085082,20.8437786321517,374.436854,16.5268491164043,4.3169295157474,589.297748408266,23.6092018490839,513.986386,22.6862696835604,0.922932165523498,133,T1 Paris,1119.54704753625,65967.0191949776
800,750004300,75116,64,751166406,H,Chaillot 6,80024.1115362,62289.3004061,79696.6080763,1875.74561675954,2304.457066,,-428.71144924046,,,,10.6182007769,176.653809451432,64.6678273957379,81.2749596562168,97.6771538347439,131.655606730019,125.972957224179,100.961251666099,82.503733443178,87.4187574633377,123.958463539636,127.284852934305,174.31534872137,80.8085545743539,123.109677186869,91.4070397413764,140.517123512659,70.7054272872988,88.1851307407608,42.2748400111979,41.0469110962053,375.275547616718,597.246149576367,474.136472389499,242.212309135463,20.0067399472338,31.8404662252734,25.2772267280356,12.9128548653574,472.076014,705.268922,551.882645,279.72557,20.4853464603449,30.6045589829184,23.9484889149156,12.1384587340366,-0.478606513111099,1.235907242355,1.32873781312,0.774396131320799,376.849019086809,20.0906250676911,448.770936,19.4740419607366,0.616583106954501,478.759207788184,25.5236746129397,600.585081,26.0618906666148,-0.5382160536751,133,T1 Paris,1489.41203855346,106182.007769314
801,750004246,75116,64,751166407,H,Chaillot 7,122768.526248,92552.1315979,93421.0298243,3086.41180335577,3299.329544,,-212.91774064423,,,,19.9911995714,154.388524427083,107.618048760304,126.074708270729,123.449918878346,160.713578034538,200.501801763208,254.395052079133,94.5270378794086,219.096764472114,152.340570284639,214.942633190778,142.100323350495,221.623840769548,195.458282066895,185.645925113686,219.666390652629,187.131889577391,120.515485140784,94.3669733648316,66.2425797063147,517.856253943917,1069.02752562253,873.569243555635,468.256927789321,16.7785858446001,34.6365810440527,28.3037163934452,15.1715635379633,630.086694,826.79776,649.232682,358.190076,19.097416174927,25.0595688904,19.6777155280127,10.8564504158545,-2.3188303303269,9.5770121536527,8.6260008654325,4.3151131221088,508.887156673387,16.4879863445341,565.947059,17.1533959082446,-0.665409563710501,748.168789014912,24.2407312012431,749.102872,22.7046999097826,1.5360312914605,133,T1 Paris,1916.48850826839,199911.99571499
802,750004273,75116,64,751166409,H,Chaillot 9,94620.5559544,85357.2173347,94620.5559544,2646.84944189663,2359.597139,,287.25230289663,,,,13.6432737461,194.003982559776,90.8062208461461,84.7265725328651,145.493771876124,128.971306949823,244.354486976379,300.575743469362,140.66138485656,167.436596463698,207.568484226068,205.208920947792,179.913502714425,162.249358244721,146.287232471819,89.7171920475611,95.0422087139662,58.5387024514109,104.212521046969,58.3349717639054,36.7502632970351,449.997872204958,588.883091792667,442.595859320848,257.836458559321,17.0012644120214,22.2484544255262,16.7216106936442,9.74125896539719,398.766755,586.121989,429.891102,237.080037,16.8997812554137,24.8399177686916,18.2188346855764,10.0474794227151,0.101483156607699,-2.5914633431654,-1.4972239919322,-0.306220457317909,589.74183312404,22.2808983310155,429.669968,18.2094630010483,4.0714353299672,750.949748308332,28.3714568883914,567.483208,24.0500040714789,4.3214528169125,133,T1 Paris,1815.35661710283,136432.737460997
803,750004396,75116,64,751166410,A,Chaillot 10,96312.344302,22590.5256078,39487.8691923,511.680650490187,415.451166,,96.229484490187,,,,14.1445099176,36.1752123948461,8.66273609928258,28.1438008976099,33.9003004647328,44.3909887385893,43.8236577522653,13.623954633522,9.29304669340757,11.8193895828022,32.2968748615192,56.0597334012135,32.1324461848407,33.4076896007861,25.4300205693507,43.2676071709907,45.9342347945678,23.0038281681116,18.3715486397823,8.1187922368128,0,115.097826200215,164.126031579616,138.696011010265,49.4941690447067,22.494074397762,32.0758722109941,27.1059714447664,9.67286314174507,77.210908,132.638139,92.609801,43.959698,18.5848336263906,31.9262887807132,22.2913806914192,10.5811949989809,3.9092407713714,0.149583430280899,4.8145907533472,-0.908331857235829,118.374297016124,23.1344094998945,79.313283,19.0908798652884,4.0435296346061,158.653859674115,31.0064215877864,88.154692,21.2190262573484,9.787395330438,133,T1 Paris,1891.80959649982,141445.099176126
804,750004291,75116,64,751166411,A,Chaillot 11,17937.4753197,16887.6898395,17501.967932,184.281807349992,282.823403,,-98.541595650008,,,,3.39326091114,54.3081749903165,,,,,,,,,,,,,,,,,,,,18.9371209358575,63.9520769760052,37.6137613481689,30.1257398150079,10.2761749562678,34.7034131559965,20.4110008953472,16.3476472519029,30.180306,157.831397,127.5411,68.13066,10.6710780224931,55.8056353632093,45.0956669947147,24.0894704176938,-0.3949030662253,-21.1022222072128,-24.6846660993675,-7.7418231657909,56.3772286016623,30.5929431734894,53.402076,18.8817740800608,11.7111690934286,48.9760339096834,26.5767058691079,88.746164,31.3786493828447,-4.8019435137368,133,T1 Paris,917.679323877941,33932.609112791
805,750004292,75116,64,751166412,A,Chaillot 12,62620.7968486,60988.9015241,62280.2068993,616.916376434116,1056.161605,,-439.245228565884,,,,10.1378384685,60.8528512612408,27.2813150388254,23.8987995796238,18.2099500272587,19.470606528716,41.6165892414109,24.2544511962771,28.0752811552301,35.6167237577917,40.9010893785064,42.9068960171282,65.9692457675352,51.3484105440967,61.3051736034107,47.0453830665494,16.3385734329762,15.1977247481628,14.6830416768407,16.3239512052808,26.4731704684953,88.8606711744239,197.367018201716,136.061844598305,72.6778880987796,14.4040058861874,31.9925075327926,22.0551520101908,11.7808330067149,199.349048,350.129729,241.401655,115.762627,18.8748622423175,33.1511510494646,22.8565073618634,10.9606926110517,-4.4708563561301,-1.158643516672,-0.801355351672601,0.8201403956632,100.584908641569,16.3044640220069,238.31858,22.5645941749606,-6.2601301529537,160.215306835232,25.9703442728015,280.745136,26.581645713205,-0.611301440403498,133,T1 Paris,1453.98605195798,101378.384684202
806,930000798,93029,0,930290503,H,La Mare 3,198469.534188,192614.194611,198468.773659,2211.55690879079,2209.82451,,1.73239879079028,,,,24.3241782143,90.9201079397878,137.759364490031,143.213081267519,140.764449839652,98.2791058070441,166.192851371094,141.347502628208,142.191319894775,170.778940371492,147.873362405318,152.86765198726,160.811812397472,118.161139009231,88.5018564564314,73.7096748848384,71.9395817850452,84.3840602828501,66.144146823708,70.6739383864494,35.9630687023699,520.016001404246,491.316327321692,402.814470865261,257.165214195377,23.513570884711,22.2158573161171,18.214067621959,11.6282431247038,512.090061,451.066358,333.533393,190.067842,23.1733361035081,20.4118632931626,15.0932072429589,8.60103782630233,0.340234781202902,1.8039940229545,3.1208603790001,3.02720529840147,514.973374413119,23.2855583487874,502.867256,22.7559814693159,0.529576879471502,653.858129718656,29.5655122922505,616.149387,27.8822768148227,1.6832354774278,139,T7 Paris Terres d'Envol,2381.25826120603,243241.782141923
807,930001980,93029,0,930290601,H,Vieux Drancy 1,170007.392366,83146.1178814,101078.136307,2161.74955373029,2129.256411,,32.4931427302899,,,,20.3872720468,106.034272205123,126.372029378768,139.822871459599,152.891472466064,176.799147909804,120.916951307962,122.441838302807,117.539077233992,135.611409993491,156.743645944757,169.229874636007,168.970251141589,111.423253273747,167.844002634158,111.338600417754,41.0502136098744,72.3875049643932,25.2828981186503,37.2300668374418,3.13223205863094,602.399396058748,459.265516484836,290.421516006745,138.032701979116,27.8662898308111,21.245084366611,13.4345588509824,6.38523096909762,544.113801,440.947117,353.224496,222.294735,25.5541699059372,20.7089721426698,16.5891009732411,10.4400171746154,2.3121199248739,0.536112223941199,-3.1545421222587,-4.05478620551778,273.684444761928,12.6603215571231,158.45375,7.44174112527775,5.21858043184535,381.989985955194,17.6704089192958,270.995548,12.7272387956661,4.9431701236297,139,T7 Paris Terres d'Envol,2258.13181669213,203872.720468005
808,930000800,93029,0,930290602,H,Vieux Drancy 2,142869.971238,135992.49942,141811.054302,3373.0084465234,3460.459093,,-87.4506464766,,,,17.7305930423,190.236640053516,301.771635276982,294.421372607875,213.93832730631,254.847016029889,202.735514464863,237.193844016861,263.415489900519,224.526277514501,223.261665146402,215.14521562372,189.427808239322,175.900718991216,208.616869436396,139.515369005197,55.6225123864975,84.6254861798453,44.1777007238669,33.5186430579541,10.3469806151892,1064.97835122106,576.423561404946,367.80669196855,172.668810576856,31.5735453410662,17.0893008583798,10.9044106411193,5.1191336551448,1132.759752,464.298286,298.939499,155.169688,32.7343777677189,13.4172453284943,8.63872367700317,4.48407808992412,-1.1608324266527,3.6720555298855,2.26568696411613,0.63505556522068,552.038069130396,16.3663411427086,422.318767,12.2041253963755,4.1622157463331,761.155463577377,22.5660704870724,703.344061,20.3251661729729,2.2409043140995,139,T7 Paris Terres d'Envol,1856.10303462837,177305.93042343
809,930000801,93029,0,930290603,H,Vieux Drancy 3,231281.235725,231281.235725,231281.235725,3908.59768652296,3048.75495,,859.84273652296,,,,29.0260689023,134.658182604026,374.746380631852,229.543020014169,172.928677691665,190.017784168844,275.100051578798,437.412353993189,361.45256856142,304.915054619983,244.262941260115,204.964573156785,192.424070679548,189.305936021544,191.015843707938,120.017047631033,102.30323538804,106.355941857189,89.0304926495601,84.1478424007481,36.545766947654,967.23586250653,727.524282769316,541.508428281047,324.215161450397,24.7463653228268,18.6134348203156,13.8542892287992,8.29492282023057,693.44633,634.698866,454.677851,267.505498,22.7452301471458,20.8182971871846,14.9135584347309,8.77425383105979,2.001135175681,-2.204862366869,-1.0592692059317,-0.47933101082922,921.299172666069,23.5710924110392,689.494526,22.6156098901947,0.955482520844498,1101.46028113176,28.1804465302134,987.964265,32.4054993334246,-4.2250528032112,139,T7 Paris Terres d'Envol,2450.29397158943,290260.689022894
810,940003094,94003,0,940030105,H,Jean Mac -  2,244710.428916,170318.204904,235040.706669,2892.05032320227,3083.328633,,-191.27830979773,,,,30.5175082991,94.7669218226299,204.113107892401,183.663050853922,144.615196597705,216.311234745417,193.60318166485,154.411730355234,172.709523007201,165.070207354437,159.353595201664,185.458784547926,262.129972500211,189.240969672695,168.808375709531,74.3736390077106,81.5115879163464,100.364794065527,89.3005364184598,77.4643839232942,69.5464517677343,748.702590089446,661.369768808604,491.573153641415,344.582081836273,25.8882974505241,22.8685428985306,16.9973928080585,11.9148024179167,847.047525,655.247278,501.96113,291.789675,27.4718535006061,21.2512954664343,16.2798452499565,9.46346334532936,-1.583556050082,1.6172474320963,0.717547558101998,2.45133907258734,395.113168660294,13.6620433431047,413.162256,13.399877378559,0.262165964545702,486.804803069658,16.8325149519057,526.306517,17.0694265725388,-0.236911620633098,144,T12 Grand-Orly Seine Bièvre,2959.25545000748,305175.082990205
811,940003511,94004,0,940040105,H,Le Centre,1413038.4116,378351.133817,413120.47782,2986.77878931351,3114.866382,,-128.08759268649,,,,154.955976445,19.2750151225928,185.722772841192,178.569521373186,162.957041188423,108.335885592244,214.817443789932,332.7957302667,272.626820261769,195.464840324129,202.010522989026,228.539126669253,195.63780558132,203.924445175323,144.551116039853,105.58848747955,61.3781870057474,58.3636682984444,69.8713384338543,48.7055510334658,18.9184721856098,635.585220995046,506.376826868767,361.825710828913,197.85901716689,21.2799562950268,16.953944787627,12.1142453576911,6.62449518775264,736.159877,475.662083,357.108538,166.808428,23.6337546051438,15.2707058559149,11.4646502997251,5.3552354272383,-2.353798310117,1.6832389317121,0.649595057966,1.26925976051434,354.911125895675,11.8827389281564,332.579472,10.6771665687456,1.2055723594108,563.026808789319,18.8506363713239,489.599653,15.7181590783241,3.1324772929998,143,T11 Grand Paris Sud Est Avenir,5221.22637222348,1549559.76445125
812,940003444,94011,0,940110104,H,Cité Fabien,85586.1905637,73822.9424155,78822.3147605,1562.57502914278,1985.72257,,-423.14754085722,,,,12.2357675133,127.705518059598,87.8132024071217,125.969310881897,109.052155214814,90.4912665835285,115.317894877959,72.9802330002635,80.1816536851346,85.0210794870631,101.239006960546,156.426226102343,107.212815007024,64.3182181283495,70.8876982121211,89.0513831284624,66.1101343608308,47.4167471794099,50.7641755317477,34.5060704903697,7.81575790378987,413.325935087363,366.551966806731,295.66426859461,140.502751105317,26.4515896759282,23.4581994445297,18.9216046001202,8.99174429930549,633.37352,345.446667,239.193053,111.884283,31.8963751315976,17.396522163718,12.0456430628172,5.63443678841803,-5.4447854556694,6.0616772808117,6.875961537303,3.35730751088746,241.057711388415,15.4269527473927,350.947877,17.6735603604485,-2.2466076130558,371.223041156598,23.7571338484942,435.983692,21.9559216673455,1.8012121811487,143,T11 Grand Paris Sud Est Avenir,1462.10502059267,122357.675133174
813,940003440,94011,0,940110105,H,Saint-Exupéry,60858.8046595,58957.2689471,58957.2689471,2503.38094238664,2544.027453,,-40.6465106133601,,,,8.08249794575,309.728620927517,123.929876163595,157.345392069378,256.987270758376,200.915765441063,218.923203960851,119.953588429323,109.101963499252,132.25136758206,145.5792666231,223.653765552495,190.075469731287,168.736881048802,95.0077325420535,86.4494719538154,115.658774347355,76.39608263719,42.863665920004,31.8891193887504,7.66228473788729,739.178304432413,455.927131527056,360.919398985003,158.811152683832,29.527200272113,18.212455156441,14.4172783643913,6.34386680807863,811.098537,444.130567,362.379557,105.837639,31.8824600750093,17.4577741476912,14.2443257274079,4.16023965760247,-2.3552598028963,0.754681008749799,0.172952636983402,2.18362715047616,374.095820457242,14.9436234063758,484.708942,19.0528188455048,-4.109195439129,577.747853240448,23.0787030235056,595.408338,23.4041632411582,-0.325460217652601,143,T11 Grand Paris Sud Est Avenir,1297.36707347039,80824.9794563968
814,940003439,94011,0,940110106,H,Salvador Allende,60145.1980897,52102.2618865,59715.1654878,2025.22285985769,2250.609966,,-225.38710614231,,,,8.86137489419,228.544992626995,189.031196665174,202.294407765334,173.894646247791,121.445681021555,119.002114670673,140.673828948133,121.079271151623,153.279835250372,137.689947617875,88.6953859526677,124.941481490718,123.423626633908,106.856190403452,100.425066945439,49.2988462330035,36.4971852343859,16.7311130215215,11.4270881014556,8.53594650260473,686.665931699857,329.771436441863,222.915246038411,73.1913328599679,33.9056972598121,16.2832171697408,11.0069489366753,3.61398907304014,821.654516,288.569566,167.7483,64.924457,36.5080812940824,12.8218380954241,7.45345939697132,2.88474937820479,-2.6023840342703,3.4613790743167,3.55348953970398,0.72923969483535,353.790332382028,17.4692049647755,328.701877,14.6050129505203,2.8641920142552,497.262187936466,24.553455216845,529.854189,23.5426927368365,1.0107624800085,143,T11 Grand Paris Sud Est Avenir,2116.74932340302,88613.7489416599
815,940001259,94011,0,940110107,H,République,91071.8145975,59391.9650364,84996.0872178,2249.07432910967,2024.011382,,225.06294710967,,,,12.0781896473,186.209555801472,140.639961451789,213.710358227826,167.43665864635,155.935769487317,186.376157519583,112.457358103058,102.184047583812,180.813042219551,123.184010108502,160.977145277158,115.672027555183,126.536493660178,100.251181853446,92.6175518707088,49.4994922796255,85.714413542549,89.2788326914915,39.9004174677356,8.88939182048182,675.722759642165,473.151240124954,373.900052357067,233.782996377852,30.0444832301145,21.0375990691361,16.6246196276261,10.3946318426212,612.092892,296.467223,214.832269,65.886114,30.2415736118622,14.6475076986499,10.6141828504796,3.2552244807485,-0.197090381747699,6.3900913704862,6.0104367771465,7.1394073618727,481.844972153915,21.4241461883859,416.191868,20.5627236932208,0.861422495165101,653.473666628879,29.055227662821,532.370048,26.3027200703756,2.7525075924454,143,T11 Grand Paris Sud Est Avenir,2076.42553563208,120781.896472478
816,940003451,94011,0,940110108,H,Fosse aux Moines,238782.767354,75138.626326,221285.418121,3453.86396133801,3204.482013,,249.38194833801,,,,29.7317638156,116.167476062278,274.683893176881,342.088226568684,252.001927250063,311.682332412036,216.09099556805,273.402826172185,296.72805186804,237.541169243235,288.691516202363,254.325984291877,273.441450372917,166.909397190625,102.145193877629,87.8586745573906,27.0520488804444,20.7759207305397,14.2221764875243,9.94547579726234,4.27670069026195,1180.45637940766,266.276191021052,164.130997143424,49.2202737055882,34.1778481324539,7.70951589297391,4.75209791064963,1.42507852818038,1054.577592,248.003164,178.112589,78.324002,32.9094558097618,7.73925904386095,5.55823338303756,2.4442016426447,1.2683923226921,-0.0297431508870405,-0.80613547238793,-1.01912311446432,442.859024344891,12.8221328142099,479.121759,14.9516133046243,-2.1294804904144,822.625723165643,23.8175484724929,760.946198,23.7463089171036,0.0712395553892975,143,T11 Grand Paris Sud Est Avenir,2861.77121516583,297317.638156665
817,940001262,94015,0,940150102,H,Carnot,307924.618923,242108.907165,300516.063968,2445.34715307158,2314.871581,,130.47557207158,,,,35.5699904986,68.7474783882168,95.3879272669401,104.098333330868,152.613096643622,141.166669653537,188.019451486648,177.078806458092,128.663935099172,117.35995519659,177.605488557676,227.315101975227,175.31515463048,183.080612019471,146.887347381345,130.283719049586,72.2787132188121,89.837976107625,77.204041115236,26.1462791946483,38.4917344000761,493.266026894968,577.64262075326,430.755273371915,227.321043675,20.1716155628611,23.6221110784899,17.6153014851428,9.29606429866058,505.556318,492.448142,362.124955,204.004742,21.8394973677808,21.2732380509535,15.643414432673,8.81278873845227,-1.6678818049197,2.3488730275364,1.9718870524698,0.483275560208311,108.06405441522,4.41917027116095,174.865587,7.55400811151951,-3.13483784035856,209.108683615035,8.55128824356801,229.750487,9.92497764825253,-1.37368940468452,142,T10 Paris-Est-Marne & Bois,2426.89308326114,355699.904984927
818,940003691,94015,0,940150103,H,Centre Ancien,140139.287631,130044.2805,139366.910361,2468.07931049707,2540.415305,,-72.3359945029301,,,,17.2712219037,142.901256451828,148.4508332487,115.669620465605,132.381761871865,193.28639220057,154.309313195264,125.364035507281,134.88895603809,168.269198292345,151.653809655167,189.646826002903,154.184887113362,197.511978681307,170.402456542431,144.819386697434,52.1417678696599,94.3060797564497,84.335079156638,19.7564377972991,34.9274355594666,593.334717477203,598.488636927415,428.086180384984,231.12502581789,24.0403424214802,24.2491655102801,17.3449118334357,9.36457045099339,690.905647,408.384411,311.032956,161.822794,27.1965629257615,16.0754979784693,12.2433901019188,6.36993461980422,-3.1562205042813,8.1736675318108,5.1015217315169,2.99463583118917,236.591879889316,9.58607281715216,179.961259,7.08393067250868,2.50214214464348,313.723308922519,12.7112328841384,204.376938,8.04502073333242,4.66621215080598,142,T10 Paris-Est-Marne & Bois,1992.18458883333,172712.219037149
819,940003501,94017,0,940170502,H,Centre 2,268290.121595,177974.328817,257902.927281,2711.59478619383,2601.893332,,109.70145419383,,,,34.899698013,77.6967979832883,189.942123177657,153.435769813815,164.395343609837,174.66172276859,186.521165328407,198.044982099161,198.955729980299,189.167659221807,183.904408709868,173.222714698761,187.345173571374,145.780984607025,177.859097038842,108.868919243984,51.5658125513976,76.7346271916641,71.7824623274183,50.354050178321,29.0520400756008,682.434959369897,566.217008607227,388.357911568386,227.923179773004,25.1672913240775,20.881328268152,14.3221219315556,8.40550295101178,644.740865,536.556021,391.618559,180.798267,24.7796808989247,20.6217531826166,15.0512918490388,6.94871941045429,0.387610425152801,0.259575085535399,-0.729169917483199,1.45678354055749,364.046044599836,13.4255326958655,336.786647,12.9439067642762,0.481625931589301,517.539927628594,19.0861824290143,488.388283,18.7704959689716,0.315686460042702,142,T10 Paris-Est-Marne & Bois,2567.69095679485,348996.980130337
820,940003684,94015,0,940150105,H,La Garenne,414032.532798,234518.540052,345170.907418,2553.66372536137,2341.837886,,211.82583936137,,,,47.0981648825,54.220026018683,176.355666100154,179.194077345136,165.220738763367,179.342458517461,223.01249325665,146.262550199408,175.126074083537,194.539607364843,167.432682863209,202.596404712545,170.094245873707,173.368992576674,140.963071292593,131.116564541907,40.0733144014984,36.2683676232581,30.179352636962,14.9834721624688,7.5335910459867,700.112940726118,401.117733704675,260.154662412082,88.9647834686756,27.4160193361812,15.7075393177664,10.1875066724092,3.48380965689154,683.009072,354.394283,231.489001,125.996668,29.1655146619316,15.1331689148358,9.88492851635419,5.38024723031575,-1.7494953257504,0.574370402930601,0.302578156055009,-1.89643757342421,191.243834493822,7.48899835927924,139.101128,5.93982738222726,1.54917097705198,322.411528985555,12.6254496934568,243.054828,10.3788067249673,2.2466429684895,142,T10 Paris-Est-Marne & Bois,3247.6887818192,470981.648825233
821,940001268,94016,0,940160102,H,Cité Jardins,95179.6840506,69166.8152838,90318.2336158,2396.83875387027,2691.211845,,-294.37309112973,,,,11.6059610073,206.517905097449,187.226363394318,211.464156657307,171.883921376285,183.824234858528,158.354288937558,182.944131801282,171.143787725681,170.021788607828,178.117028109406,178.58072341651,148.239840923372,127.014257920241,108.891589471239,50.7557448928446,63.0726979849108,39.7973471473292,44.7266876195492,18.3539525344536,2.42621049162807,754.398676286437,328.024230141955,219.132640670716,105.30419779296,31.4747362570085,13.6857028705949,9.14256915768213,4.39346191406999,940.449762,385.564879,259.584245,90.250435,34.9452148758657,14.3268126482254,9.64562657831197,3.3535239958042,-3.4704786188572,-0.641109777630501,-0.50305742062984,1.03993791826579,421.876352183528,17.6013656113624,443.52198,16.4803815360734,1.120984075289,637.988385493676,26.6179101311463,697.544186,25.9193339720159,0.698576159130401,144,T12 Grand-Orly Seine Bièvre,1390.7938043738,116059.610072666
