OBJECTID,n_sq_ir,c_cainsee,n_qu,c_ir,c_typeir,l_ir,m2_ip,m2_pop,m2_emp,nb_pop,nb_pop_n5,nb_pop_1999,nb_evo_pop,nb_evo_pop_n5,pct_evo_pop,pct_evo_pop_n5,nb_surface,nb_densite,nb_p_age_0,nb_p_age_5,nb_p_age_10,nb_p_age_15,nb_p_age_20,nb_p_age_25,nb_p_age_30,nb_p_age_35,nb_p_age_40,nb_p_age_45,nb_p_age_50,nb_p_age_55,nb_p_age_60,nb_p_age_65,nb_p_age_70,nb_p_age_75,nb_p_age_80,nb_p_age_85,nb_p_age_90p,nb_age_019,nb_age_60p,nb_age_65p,nb_age_75p,pct_age_019,pct_age_60p,pct_age_65p,pct_age_75p,nb_age_019_n5,nb_age_60p_n5,nb_age_65p_n5,nb_age_75p_n5,pct_age_019_n5,pct_age_60p_n5,pct_age_65p_n5,pct_age_75p_n5,pct_evo_age_019,pct_evo_age_60p,pct_evo_age_65p,pct_evo_age_75p,nb_etranger,pct_etranger,nb_etranger_n5,pct_etranger_n5,pct_evo_etranger,nb_immigre,pct_immigre,nb_immigre_n5,pct_immigre_n5,pct_evo_immigre,n_sq_epci,l_epci,shape_Length,shape_Area
1786,750004552,75120,80,751208025,H,Charonne 25,34422.289798,31656.2086419,34422.289798,2806.7445361809,2504.523634,,302.2209021809,,,,4.24667145584,660.928109312784,189.440106396808,169.250131166291,134.139106744482,165.20078058729,209.354853203617,239.561775815447,225.200379708178,224.143631301481,204.011776540442,209.267573241473,208.676018896735,196.103014787012,149.730304691136,113.22868603659,65.1954672796267,23.128448080802,52.7284247695387,20.7089800863924,7.67507684755981,658.030124894871,432.395387791646,282.66508310051,104.240929784293,23.444603397723,15.4055840215512,10.0709230732174,3.71394433802416,603.942591,416.02488,285.215672,148.453738,24.1140703485971,16.6109384775724,11.3880207847941,5.92742412108537,-0.669466950874099,-1.2053544560212,-1.3170977115767,-2.21347978306121,242.488928322025,8.6395083412891,245.331162,9.79552193756619,-1.15601359627709,422.509604169917,15.0533687239246,405.322165,16.1836031210716,-1.130234397147,133,T1 Paris,821.198074044223,42466.7145585752
1787,750004561,75120,80,751208026,H,Charonne 26,35941.745555,32408.5264186,35730.2139142,1897.49888159089,1817.113794,,80.38508759089,,,,4.8416183853,391.914176332449,82.3770629329531,67.6482262327082,56.4874213072941,78.075363879515,67.073891336536,244.076129229413,155.659012851203,212.217753930871,148.314592411005,116.516997249213,184.944662289505,104.546332661979,111.006963867609,116.475064783616,60.5104288857508,46.1034030178994,23.1794491215733,18.4990435384207,3.78708206382112,284.588074352471,377.561432580658,266.554468713049,91.5689777417146,14.9980628243569,19.897847437154,14.0476746152054,4.82577242232374,256.169812,310.288667,186.163519,89.478098,14.0976207899504,17.0759073000576,10.2450116010731,4.92418792347795,0.900442034406501,2.8219401370964,3.8026630141323,-0.0984155011542098,231.752159567789,12.2135597452097,364.286033,20.0475079878239,-7.8339482426142,357.272809410494,18.8286176543594,473.932458,26.0816058721747,-7.2529882178153,133,T1 Paris,913.984634109784,48416.1838524628
1788,750004096,75119,73,751197388,D,Bassin de La Villette,67132.2499042,4196.77310566,8275.47036366,0,0,,0,,,,14.0036270604,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,,0,,0,0,,0,,0,133,T1 Paris,2807.63262315819,140036.270605018
1789,750004859,75119,74,751197401,H,Pont de Flandre 1,414026.868222,68176.3795098,367283.29321,1449.53484058512,754.682792,,694.85204858512,,,,61.5631678015,23.5454881928574,89.5810037807838,61.0637502801328,71.6683182120651,42.4004243827306,28.9822014209893,97.3888676254275,78.2828655245011,87.299090246026,45.7056472773029,65.6108489684658,64.255543346682,480.549317385853,69.9628589080323,51.652909991551,45.3695513106184,43.9847471092733,13.6240984181593,13.1527977131471,0,264.713496655712,237.746963450782,167.784104542749,70.7616432405797,18.2619616475626,16.4016039348742,11.5750308198885,4.88167936770778,84.701073,167.688149,94.63144,20.645604,11.2234005992812,22.2196863076216,12.5392338348163,2.73566645733192,7.0385610482814,-5.8180823727474,-0.964203014927801,2.14601291037586,344.680035952879,23.7786651484517,386.152565,51.1675327824356,-27.3888676339839,411.689740873131,28.4015071143063,414.209357,54.8852261361751,-26.4837190218688,133,T1 Paris,4705.1738754695,615631.678014655
1790,750004081,75119,74,751197402,H,Pont de Flandre 2,71674.0717139,61158.691137,66658.6425532,3793.34935030707,3068.433664,,724.91568630707,,,,9.47505035996,400.35136555444,286.73160874514,248.496541619696,244.347788532824,246.990075714024,363.126720721539,324.371354033661,334.212086872331,311.8317753102,270.063767409437,238.857843265433,248.286180941904,230.110681404691,176.792497232921,96.0224553155784,62.7885394881272,38.4472519422412,20.8701326739127,22.7185120556249,26.283534394536,1027.56601592831,444.922924419565,267.130425870021,108.319431066315,27.088620663033,11.7290258115443,7.04207288074843,2.85550897276431,828.561419,481.212806,309.438334,110.062804,27.0027482986186,15.682685653132,10.0845697800296,3.58693770347059,0.0858723644144028,-3.9536598415877,-3.04249689928117,-0.73142873070628,501.606668621993,13.2233185583444,470.057951,15.3191498488266,-2.0958312904822,856.869003587948,22.5887184242228,710.583937,23.157871891996,-0.569153467773198,133,T1 Paris,1821.43444726647,94750.5035989602
1791,750004056,75119,74,751197403,H,Pont de Flandre 3,36515.5719348,26432.3902731,34406.8068147,2153.81592794587,2146.221611,,7.59431694587011,,,,4.74673393049,453.746925672645,164.884925411404,142.000888064253,145.416007146087,80.4187569544837,115.750582157576,143.142707250984,201.079434621116,188.366980434938,189.141621431271,144.205138973289,156.108875353813,106.01108663448,104.574181877954,70.5398079549648,71.7075409623099,43.2207873773799,35.2420070916962,32.5724598803456,19.4321383675208,532.720577576227,377.288923512172,272.714741634218,130.467392716943,24.7338024881398,17.5172315617518,12.661933552247,6.05749966949924,493.921733,305.604143,219.311535,98.65691,23.0135476443117,14.2391699642614,10.2184943938671,4.59677181025273,1.7202548438281,3.2780615974904,2.4434391583799,1.46072785924651,400.381773136178,18.5894146264407,454.694842,21.1858290714043,-2.5964144449636,576.829603026501,26.7817502666829,584.436635,27.230954716167,-0.4492044494841,133,T1 Paris,1050.94971680958,47467.3393057115
1792,750004069,75119,74,751197404,H,Pont de Flandre 4,28634.2205973,28634.2205973,28634.2205973,2521.65781685784,2096.959485,,424.69833185784,,,,3.53698193337,712.940542066957,140.645325233579,133.55911986118,159.274091696021,191.613857049188,204.058623411409,283.710207789954,220.797059395564,178.405561721138,186.000033431423,181.449732011629,155.700394002919,122.250298261573,150.707555299391,76.7829956081637,29.0385390540154,42.1626033635178,40.9683766441347,18.0615754386865,6.47186758435255,625.092393839968,364.193512992262,213.485957692871,107.664423030692,24.7889459728075,14.4426222526129,8.46609544981362,4.26958893117581,513.347619,276.391638,160.402607,87.961832,24.4805692562057,13.1805902773558,7.64929452130068,4.19473206941812,0.308376716601799,1.2620319752571,0.81680092851294,0.0748568617576897,675.535744483863,26.7893502428346,420.248342,20.0408422292432,6.7485080135914,791.770613762222,31.3988126568585,537.669947,25.6404547081652,5.7583579486933,133,T1 Paris,935.04194239709,35369.8193336506
1793,750004882,75112,45,751124577,D,Bois de Vincennes,4093971.73893,317465.916376,828786.548137,584.58431762571,624.365711,,-39.78139337429,,,,458.945550899,1.27375527768077,10.3873528857353,23.7747007609427,34.7746823890072,23.3873311734478,71.3872510050018,74.3872459944739,38.7746757083033,56.774645645136,119.387170836556,67.9998864280347,39.7746740381273,18.7747091118225,7.99998663859232,3.99999331929616,0.99999832982404,0.99999832982404,0,0,0,89.3240722196609,14.9999749473607,6.9999883087683,1.99999665964809,15.2799296057839,2.5659215437532,1.19743005375149,0.342122872500425,120.351693,3.625947,2.625944,0,19.2758331983417,0.58074089209553,0.42057786866518,0,-3.9959035925578,1.98518065165767,0.77685218508631,0.342122872500425,162.38709901899,27.7782167812037,5.719351,0.916025800141994,26.8621909810617,165.774463595957,28.3576651986236,22.158068,3.54889251757773,24.8087726810459,133,T1 Paris,14281.1873345989,4589455.50899206
1794,750004873,75116,62,751166277,D,Bois de Boulogne,3023789.9794,177422.593745,680716.648668,51.1757405353157,19.275917,,31.8998235353157,,,,344.164173481,0.148695722793299,,,,,,,,,,,,,,,,,,,,3.70059734598943,10.9740741321175,3.57287944013867,0,7.2311554406051,21.4438990375614,6.9815881563513,0,0,0,0,0,0,0,0,0,7.2311554406051,21.4438990375614,6.9815881563513,0,11.1077592586858,21.705126574613,0,0,21.705126574613,11.1077592586858,21.705126574613,0,0,21.705126574613,133,T1 Paris,7597.96790415926,3441641.73481252
1795,750004124,75119,73,751197312,H,Villette 12,35249.5060222,34777.9132469,34777.9132469,2191.97278580535,2402.919686,,-210.94690019465,,,,4.44434999832,493.204357585234,108.517785808818,109.950701203236,123.383945261633,136.474526677694,174.333688538557,203.993403601774,200.834916662451,133.278344271075,153.281229058641,160.420966867612,154.400601148101,108.230078118619,114.986231900292,89.7704498530014,59.0907170488555,65.7135947068652,39.9168185061768,37.6898899328148,14.7048926892635,482.326964217873,421.872594637269,306.886362736977,158.02519583512,22.0042405335184,19.2462514758033,14.0004640898963,7.20926814686981,633.761501,486.290592,400.713807,200.005575,26.3746435094127,20.237488370221,16.6761215256031,8.3234398621511,-4.3704029758943,-0.9912368944177,-2.6756574357068,-1.11417171528129,471.678462392144,21.5184451853879,516.836057,21.5086696409877,0.00977554440019901,713.131069384011,32.5337556196894,780.750527,32.491744586756,0.0420110329334022,133,T1 Paris,863.504061391741,44443.4999833876
1796,750004105,75119,73,751197313,H,Villette 13,38523.7638249,36001.9396486,38521.8125312,2935.80366547117,3223.963758,,-288.16009252883,,,,5.31959010783,551.88531559037,244.740489513793,158.679519532874,159.15674579115,137.772536237055,180.060032963214,259.775793113389,255.834711375844,302.69324998288,196.926360211365,178.475872357907,162.672801671745,143.68014380423,157.521790602154,135.941519305263,67.0664126487516,70.967949908686,76.1787164404299,32.7154189706804,33.9436260555943,687.349273958776,560.33541549884,401.813623580063,204.805699525785,23.4126444504068,19.0862700421389,13.6866653688701,6.97613746908772,885.559145,410.887876,285.133634,118.469696,27.4680241923489,12.7448044346161,8.84419476777505,3.67465967029025,-4.0553797419421,6.3414656075228,4.84247060109505,3.30147779879747,428.028093706649,14.5795885038503,470.094843,14.5812694647543,-0.00168096090400027,744.006136935571,25.342503168248,745.788047,23.1326436331484,2.2098595350996,133,T1 Paris,953.13009314381,53195.9010783908
1797,750004074,75119,73,751197314,H,Villette 14,74244.6418279,46752.6136743,69945.7333521,2998.04910329815,2696.820023,,301.22908029815,,,,9.119781329,328.74133656743,260.276313463959,153.977620393263,101.188477269563,120.137424217917,196.84691141884,315.214129564992,285.014092159489,278.694318051118,207.197591565339,199.129201445744,161.265045814623,176.217107123071,171.723198612434,79.1145408558459,60.4488898618702,44.0837764431184,61.4189321136155,58.9950110705469,49.1064981535868,652.579857727292,518.89083921128,344.167636648978,205.604207247884,21.7668168613179,17.30761643098,11.479719804134,6.85793328140287,583.292335,475.370971,354.268944,201.463766,21.6288936608804,17.6270929074157,13.1365438174811,7.47041939327814,0.137923200437498,-0.3194764764357,-1.6568240133471,-0.61248611187527,755.708858110917,25.2066871513066,550.264815,20.4042097843768,4.8024773669298,900.35340494456,30.0313094923656,750.892107,27.8436121282091,2.1876973641565,133,T1 Paris,1201.43386857655,91197.8132896372
1798,750004064,75119,73,751197315,H,Villette 15,37293.57306,24879.5920564,34878.8808149,3194.45270329093,3392.563701,,-198.11099770907,,,,4.84023820523,659.978407641021,158.229695116314,241.062597399355,169.792470975742,166.026335535015,203.143012935555,283.854028002039,275.225714887045,241.568137651509,197.436577566102,209.851633887993,214.003225672476,231.593173189123,246.565956339256,122.171592037668,66.9852321711097,71.0800438909117,37.5997684747344,38.938189154122,19.3253184048582,735.111099026427,602.66610047266,356.100144133404,166.943319924626,23.0121140397263,18.8660204563928,11.1474539524892,5.22603824287775,882.861214,610.851555,406.716893,185.501579,26.0234233402829,18.0056031024545,11.9884821287251,5.46788786737655,-3.0113093005566,0.860417353938299,-0.8410281762359,-0.2418496244988,1005.50904032687,31.4767233614382,714.500708,21.0607897440332,10.415933617405,1221.479344724,38.2375154111886,951.401268,28.0437259798412,10.1937894313474,133,T1 Paris,888.032835788096,48402.3820528979
1799,750004061,75119,73,751197316,H,Villette 16,50884.1800995,42591.6271872,50778.5060372,3670.48431899608,3727.073132,,-56.5888130039198,,,,6.96574292178,526.933646592019,282.176980488208,225.51286708722,164.792810639848,130.388085342677,235.365130716359,380.014655320284,388.099566984689,327.720544232556,277.870129328486,263.992756719483,202.677411369352,148.456043029263,139.475333995563,179.316374361278,140.270051952971,116.840337141143,47.2394386846454,14.5636310957514,5.71217050630795,802.870743557953,643.417337737661,503.942003742097,184.355577427848,21.8737004106735,17.529494252509,13.729577896138,5.02264991226747,870.447167,426.342989,229.798799,122.644802,23.3547112216955,11.439082998922,6.16566380270319,3.29064651152115,-1.481010811022,6.090411253587,7.56391409343481,1.73200340074632,849.03188334228,23.1313311692474,1028.476338,27.5947453021429,-4.4634141328955,984.720559541238,26.8280824534505,1263.99224,33.9138030093261,-7.0857205558756,133,T1 Paris,1296.14909797665,69657.4292177521
1800,750004057,75119,73,751197317,H,Villette 17,36411.3641466,26477.5385017,36411.3641466,1955.8550607025,2265.442677,,-309.5876162975,,,,4.66825618485,418.969093223693,83.7321221924672,133.768367840147,131.518254783722,169.922753995885,129.464364567199,144.523394029815,66.3200350810282,92.6920016701188,112.016213776378,151.496113036797,161.822637513812,143.162045055986,112.43297364282,128.307193479344,84.8495887867799,43.1475970762697,27.1889691970063,22.7780223457251,11.7124060480857,515.941494862353,431.416751892653,317.983776933211,104.826994667087,26.3793317423551,22.0577056327322,16.2580440300621,5.35965045535815,586.260276,437.915923,270.96979,78.553012,25.8783981582068,19.3302583837569,11.9610084488578,3.46744646410667,0.500933584148299,2.7274472489753,4.2970355812043,1.89220399125148,365.099602918694,18.6670070934376,515.224654,22.7427804389332,-4.0757733454956,617.966812920294,31.5957365827677,633.247419,27.9524803443084,3.6432562384593,133,T1 Paris,863.698984064047,46682.5618484901
1801,750003984,75119,73,751197318,A,Villette 18,18996.5236755,16332.1887559,17159.7151315,440.770557108562,1075.483147,,-634.712589891438,,,,2.79323927846,157.799068811453,14.7439378634121,15.1625078262198,45.3054115889718,49.4722910755466,56.7196098914245,30.6221776887889,17.1245396430489,6.42289444985514,17.0063106064887,30.1429037627521,43.1676256622516,36.9843681754149,49.8908610383544,8.80031733959378,8.50315530324437,6.48041952318612,2.14096481661838,2.08026085338923,0,124.68414835415,77.8959788743862,28.0051178360319,10.7016451931937,28.2877670350926,17.6726819925044,6.3536725365107,2.42794012000168,433.569719,153.609182,97.725075,42.019689,40.3139482203341,14.2828069810749,9.08662076877714,3.90705229711982,-12.0261811852415,3.3898750114295,-2.73294823226644,-1.47911217711814,49.4659332957503,11.2226038009991,214.292487,19.9252296605258,-8.7026258595267,107.262446674752,24.3352113576709,342.536839,31.849577555491,-7.5143661978201,133,T1 Paris,680.795067820612,27932.3927844934
1802,750004038,75119,74,751197405,H,Pont de Flandre 5,54952.1268418,36597.77509,54948.1121287,2439.38879980377,2430.233467,,9.15533280376985,,,,6.81499308485,357.944427739278,167.619819582673,169.554415156655,108.705602529623,80.0558896818599,145.87578499254,217.948302327264,225.897765259182,231.002677444122,200.658213192997,202.330469478839,154.48018001648,136.506231725863,131.315975939929,106.912769219628,78.2510374305777,31.5066612558177,26.6779699375245,11.5039624225938,11.5850708929743,525.935726950811,398.753448415667,266.437471159116,81.2736645089104,21.5601435487905,16.3464490960909,10.9223044387409,3.3317224591442,508.599635,482.341178,384.43903,210.377114,20.928015431696,19.8475243037216,15.819016371072,8.65666269750206,0.632128117094499,-3.5010752076307,-4.8967119323311,-5.32494023835786,538.896291331037,22.0914473073906,765.300179,31.4908089857196,-9.399361678329,739.080624598931,30.2977788804468,887.042682,36.5003072357081,-6.2025283552613,133,T1 Paris,1219.71811273478,68149.9308480745
1803,940003474,94068,0,940680701,H,La Pie 1,247721.79178,214128.816555,240448.600144,1758.44672568119,2067.558996,,-309.11227031881,,,,32.3364403506,54.3797247506423,88.9246158749094,112.55450056324,148.341182929951,102.68531070028,122.190949816494,55.8727388778714,155.458683866052,118.473698612892,138.231828485109,143.96708009281,120.015017991902,120.136082380436,82.8020748635842,84.5002180464638,48.7999177274488,35.4634723438383,38.5646513634185,27.5548541512382,16.5764975395763,452.50561006838,324.261746486869,240.793008986704,114.826162215172,25.7332567122889,18.4402371565312,13.6935060624839,6.52997674243958,541.472474,454.361255,337.626667,194.912901,26.1889733278498,21.9757335040514,16.3297234880934,9.42719900022625,-0.455716615560902,-3.5354963475202,-2.6362174256095,-2.89722225778667,244.31517142356,13.8938057011034,278.025352,13.4470335568601,0.446772144243299,310.063218816866,17.632790023636,354.401351,17.1410514372573,0.491738586378702,142,T10 Paris-Est-Marne & Bois,2398.90558289757,323364.403506949
1804,940003475,94068,0,940680702,H,La Pie 2,245296.849955,208444.585704,232345.781452,1784.94996495223,1887.693308,,-102.74334304777,,,,27.6382973578,64.5824864623394,109.960495095372,148.339354570142,114.076545135154,133.559042168232,90.7158116791148,91.4488718393142,87.6888396003524,119.260905658892,107.029131024246,139.593320876732,133.337152548301,129.107118026008,90.2183202119399,74.5439922737416,63.679027709453,71.5574970280678,29.5712668365613,32.8799589957876,18.3833136748177,505.9354369689,380.833376730368,290.615056518429,152.392036535234,28.3445164796224,21.3358012385832,16.2814119288888,8.53760830989525,534.174278,380.69338,286.248015,142.219751,28.2977258930877,20.1671202830794,15.1639047395511,7.53404964658592,0.0467905865346978,1.1686809555038,1.1175071893377,1.00355866330933,212.492019051014,11.9046484900601,217.246428,11.5085658819319,0.3960826081282,239.449580851675,13.41491837605,285.747208,15.1373746354352,-1.7224562593852,142,T10 Paris-Est-Marne & Bois,2060.91474042101,276382.973578364
1805,940001602,94068,0,940680703,H,La Pie 3,207043.747337,183739.838982,200800.781905,2035.92459726218,2059.306688,,-23.3820907378201,,,,30.407541882,66.9545932112113,121.225711548766,147.404898808503,132.071668286489,166.43869912884,89.6617298977341,89.2304087693443,93.7750228780486,172.911515111047,145.576198625369,166.562150669015,134.173661792032,134.143049432542,75.2833240189459,97.2007369122196,95.4793202315127,78.2522244461939,61.2137862338082,19.895713746728,15.4247767250439,567.140977772598,442.749882314452,367.466558295506,174.786501151774,27.8566789032985,21.7468703364477,18.049124156644,8.58511662891735,555.873188,465.90903,320.421739,171.224104,26.9932201570163,22.624557707453,15.5596901067317,8.31464808023777,0.863458746282202,-0.877687371005301,2.4894340499123,0.270468548679579,148.938837989053,7.31553802087461,109.729598,5.32847286125067,1.98706515962394,243.241176529393,11.9474550706098,237.306436,11.5236082795648,0.423846791045001,142,T10 Paris-Est-Marne & Bois,3504.96970543419,304075.418820399
1806,940001603,94068,0,940680704,H,La Pie 4,308984.66868,297404.188796,301197.632526,2729.23874040307,2411.341926,,317.89681440307,,,,43.0676282314,63.3710016660082,146.357681153018,181.228555026723,222.307451925679,196.549746629479,120.665053952636,103.743901537929,102.008327487585,201.10191317027,267.01973508746,207.535834587642,217.261202006468,138.514854380185,141.10090287719,135.302352815306,87.5639987376708,69.2193306981769,81.6499089393747,54.1321155173153,59.0537773444397,746.443434734899,624.944483457992,483.843580580801,258.925293380169,27.3498768607051,22.8981244552353,17.7281515690835,9.48708845243525,559.143323,545.884492,373.586116,185.96931,23.1880562839764,22.6382034880274,15.492871913844,7.71227456358672,4.1618205767287,0.259920967207901,2.2352796552395,1.77481388884853,227.135903852375,8.32231715349425,263.792175,10.939642037311,-2.61732488381675,342.079695614056,12.5338868509369,396.163388,16.4291668356286,-3.8952799846917,142,T10 Paris-Est-Marne & Bois,3118.43457640784,430676.282315927
1807,940001604,94068,0,940680801,H,Saint-Maur Creteil 1,75735.6177743,44366.1014458,71439.2121231,1638.20092063968,1695.673897,,-57.47297636032,,,,13.5997594132,120.458080975288,81.8272087936797,124.156311885601,125.045532544349,128.59790605636,110.523593785834,72.6866619323909,89.0942008727839,88.8461878052689,108.514044465171,144.746685916378,138.145706906236,78.4321160005925,128.693663747529,65.495383345895,35.7950442926859,37.1853291934486,41.0296717549059,30.1809973321868,8.19147881318843,459.62695927999,347.584763675038,222.943880708302,115.574281898532,28.0568124147138,21.2174684616411,13.6090682100977,7.05495159002858,510.411088,308.248506,210.896266,84.023381,30.1007811055548,18.1785251601358,12.4373127623843,4.95516155250457,-2.043968690841,3.0389433015053,1.1717554477134,2.09979003752401,436.811479781004,26.6640968319343,349.405666,20.6057111935362,6.0583856383981,580.900528817236,35.4596631889578,474.052241,27.9565688802957,7.5030943086621,142,T10 Paris-Est-Marne & Bois,1961.00370281067,135997.594132661
1808,940001605,94068,0,940680802,H,Saint-Maur Creteil 2,214782.604476,131140.828081,184535.997068,1929.64249981909,1976.260002,,-46.6175021809099,,,,26.5638106936,72.6417802805679,131.862611193379,118.822978039583,102.846205167198,90.047410236398,164.214939289489,229.389376711203,167.182150267674,190.996519567407,129.564868920191,83.5805648201774,87.6658596731882,106.584031339079,93.9298054398422,53.4963932263448,47.7052348597438,33.955468140796,35.2194100424048,38.4537492574285,24.1249236275639,443.579204636557,326.884984594124,232.955179154282,131.753551068193,22.9876365533068,16.9401837192522,12.0724527562034,6.8278736128866,456.948148,290.461518,252.587121,141.030485,23.1218639013876,14.6975356332694,12.7810673061428,7.13623130849561,-0.134227348080799,2.2426480859828,-0.7086145499394,-0.30835769560901,362.657144772501,18.7940069109434,287.493215,14.5473376331583,4.2466692777851,445.698951891884,23.0974883655221,406.321517,20.560124507342,2.5373638581801,142,T10 Paris-Est-Marne & Bois,2929.45989089119,265638.106936075
1809,940001607,94069,0,940690101,H,Ouest Quartier du Pont,70934.3721568,50838.2987952,69493.1090546,3181.37675140639,3104.806202,,76.57054940639,,,,9.53436092334,333.674881513917,190.829711051166,235.138714927069,234.019078896124,224.899286337049,237.191107174108,174.113613690575,225.827469413329,210.555573819847,210.425202513682,244.273832187238,257.666026342526,186.818868609465,208.342672386175,117.141973080206,74.178465478333,84.5723348163915,31.4543406677397,13.1597126730457,20.7687673423199,884.886791211408,549.618266444212,341.275594058035,149.955155499497,27.8145865880307,17.2761137517348,10.7272926385461,4.7135302486009,847.631346,489.932339,326.179743,159.269771,27.3006200984135,15.7798041850214,10.5056393790339,5.12978139818854,0.5139664896172,1.4963095667134,0.2216532595122,-0.41625114958764,316.217936067464,9.93965697170804,295.172289,9.50694728739787,0.43270968431017,579.390090687892,18.211929487187,495.140813,15.947559389731,2.264370097456,142,T10 Paris-Est-Marne & Bois,1548.62047404795,95343.6092337072
1810,940001608,94069,0,940690102,H,Ouest Quartier du Plateau,83071.1463271,79890.1684543,83039.583648,2579.59776472074,2636.69249,,-57.0947252792598,,,,11.1250458633,231.873000472787,205.471794396139,142.495944166033,117.954318639953,119.899163671412,117.134784680091,143.965394852045,220.894041176022,205.680644064627,211.507284418483,151.744958919049,171.502741013551,175.761574061862,153.218703481514,151.101663234587,70.7505831746849,76.4650736326915,71.5210288547925,56.438937966156,16.0891303170473,585.821220873537,595.585120661472,442.366417179959,220.514170770687,22.709789444129,23.0882941831805,17.1486587261735,8.54839362114889,648.511073,503.05905,349.47013,190.294555,24.5956278731617,19.0791702827659,13.2541102660022,7.2171690753365,-1.8858384290327,4.0091239004146,3.8945484601713,1.33122454581239,159.583434188003,6.18636891264631,178.82583,6.78220272854041,-0.5958338158941,272.753090749798,10.5734736818291,325.649678,12.350688570437,-1.7772148886079,142,T10 Paris-Est-Marne & Bois,1384.92940092727,111250.458633636
1811,940003512,94071,0,940710106,H,Le Plateau - Parc,1502255.43744,447458.042444,680247.258535,2373.09540082265,2380.064689,,-6.96928817734988,,,,165.592634839,14.3309236134199,74.7142153383382,140.148891685092,158.29201447242,201.133524609618,206.149800016474,62.5327636802336,85.2168649285112,143.479114632543,120.408283650926,219.818568096009,219.404303247156,231.112094000471,167.345672284245,115.737946797,71.4910183311413,45.1896612080238,47.7143995294781,56.0051327610069,11.2012053378474,574.288646105467,514.685036248742,347.339363964497,160.110398836356,24.1999814211593,21.6883415673185,14.6365529107717,6.74690106351614,637.169357,471.232381,326.632474,152.243803,26.771094077603,19.799141728286,13.7236805163156,6.39662458350938,-2.5711126564437,1.8891998390325,0.9128723944561,0.350276480006761,238.548365110754,10.0522029172556,164.153887,6.8970346797158,3.1551682375398,369.287165158181,15.5614125344546,267.300406,11.2308042397078,4.3306082947468,143,T11 Grand Paris Sud Est Avenir,7050.97103239618,1655926.34838925
1812,940003611,94069,0,940690104,H,Est Quartiers Ecluse - Gravelle - Panoramis,194383.135858,171776.169014,192927.598348,5595.62871981052,5706.273153,,-110.64443318948,,,,25.0392844309,223.473986856636,469.667297476602,334.004348975416,246.259121922888,303.321931690062,318.549703660222,484.961621832679,589.805050435338,436.719696037282,458.844207414965,405.069812715052,374.52444624126,274.062676503447,179.685194020618,208.082033083636,116.136403199613,85.4488755119191,99.6462777851148,121.528447436009,89.3115738684031,1353.25270006497,899.838804905314,719.153638589017,398.93509148848,24.1841045542206,16.0811027672291,12.8520613964782,7.12940603217843,1285.806735,826.831461,598.897999,366.113068,22.5332138950271,14.4898682350196,10.4954316581417,6.41597515897957,1.6508906591935,1.5912345322095,2.3566297383365,0.71343087319886,431.454080618282,7.71055590394661,427.002095,7.48302935297637,0.22752655097024,703.877436842743,12.5790589777832,712.666135,12.4891696540206,0.0898893237626002,142,T10 Paris-Est-Marne & Bois,2761.32200024816,250392.844308658
1813,940001619,94071,0,940710108,H,Le Petiti Val ... Clos de Ville,1094704.59419,682654.081133,729519.160125,2895.49682543895,2722.317617,,173.17920843895,,,,123.519250814,23.4416644074299,109.838910484527,154.181936813918,169.140511425997,215.324314169116,206.487369207426,136.216250528057,101.497638099452,155.969211495406,170.610807617584,206.012747679879,249.075943893493,218.49213961794,176.961616577329,176.366964874076,140.346590953887,89.0216822752219,90.6734412704668,83.1167430362509,46.1620054189166,648.485672893558,797.64895217629,620.687335598961,305.973816662941,22.3963524047466,27.5479131998485,21.4362982596213,10.5672302581978,665.567865,674.400884,504.203409,273.25865,24.4485750245946,24.773041903288,18.5211088467933,10.037721105487,-2.052222619848,2.7748712965605,2.915189412828,0.5295091527108,98.3844319947051,3.39784285481958,105.017387,3.85764637984194,-0.45980352502236,203.945631395918,7.04354532887462,173.765031,6.38298154171626,0.66056378715836,143,T11 Grand Paris Sud Est Avenir,5508.68527800238,1235192.50814441
1814,940001732,94081,0,940810208,H,Colonel Fabien,150778.059708,128115.683871,150654.747351,2381.47204411685,1973.958017,,407.51402711685,,,,17.42567588,136.664543775323,147.542892950066,162.691061497993,215.949525084483,154.780013774247,165.003412770215,130.49654781401,91.5836363685643,173.066947309132,163.411017030022,118.609379645828,147.398646806844,147.936343545054,119.818117109911,101.756509059182,118.33858328932,115.492747116455,74.0564842532429,16.5364189510041,17.0037597412818,680.963493306789,563.002619520396,443.184502410486,223.089410061983,28.5942257852252,23.6409501808442,18.6096873782467,9.36771063985821,440.590212,554.101276,427.597427,205.598406,22.3201409657944,28.0705704593514,21.6619311716598,10.4155409704441,6.2740848194308,-4.4296202785072,-3.0522437934131,-1.04783033058589,325.67101754294,13.6751980082014,137.718033,6.9767457977299,6.6984522104715,499.686498158653,20.9822533669068,277.890634,14.0778391235663,6.9044142433405,144,T12 Grand-Orly Seine Bièvre,1855.94546409345,174256.758799219
